Title,keywords,Goal
presidente do tjam recebe caderno com propostas do 'amazonia que eu quero',['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
presidente da aleam recebe caderno com propostas do 'amazonia que eu quero',['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
ministro do stj recebe caderno da plataforma 'amazonia que eu quero',['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
"ferrovia, estrada e petroleo na amazonia: os projetos 'antiambientais' no governo lula","['transicao energetica', 'politica energetica', 'energia limpa', 'hidreletrica', 'renovavel']",SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
"no g1, projeto amazonia que eu quero lanca programa educar para desenvolver e proteger",['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero lanca programa especial no g1 nesta quinta (30),['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
david almeida recebe caderno com propostas do 'amazonia que eu quero',['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
wilson lima recebe caderno com propostas do 'amazonia que eu quero',['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero': prefeito de boa vista recebe caderno de propostas,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero': presidente da ale-rr recebe caderno de propostas,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
projeto do ifap instala sistemas de tratamento de agua e energia solar para ribeirinhos na amazonia,"['armazenamento de energia', 'fotovoltaica', 'energia solar']",SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero': ceo do grupo rede amazonica entrega caderno de propostas ao governo de rr,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero': caderno de solucoes e entregue para quatro representantes do am no senado,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
projeto 'amazonia que eu quero' lanca caderno com propostas para desenvolvimento sustentavel,"['energia limpa', 'fontes de energia renovaveis']",SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
confira caderno de propostas da primeira temporada do projeto 'amazonia que eu quero',['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero': ceo da rede amazonica entrega caderno de solucoes a politicos do acre,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
cerrado registra mais que o dobro do desmatamento da amazonia em janeiro,['hidreletrica'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
como o maior peixe da amazonia foi parar nos rios do interior de sao paulo,"['eletricidade', 'hidreletrica']",SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero': ceo da rede amazonica entrega caderno de solucoes a representantes dos poderes executivo e judiciario em ro,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
franca e uniao europeia estudam contribuir para o fundo amazonia,['transicao energetica'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero' : ceo da rede amazonica entrega caderno de propostas ao governo do ap,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
projeto 'amazonia que eu quero' lanca caderno com 50 propostas para melhorar a regiao; conheca,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero' lanca caderno com 50 propostas para a regiao e especialista fala da importancia do projeto,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
pesquisadores do ita desenvolvem barco voador para transporte de pessoas e cargas na amazonia,['veiculo eletrico'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
"usina solar vai auxiliar pesquisas e reproducao de peixes e camarao-da-amazonia, no amapa",['fotovoltaica'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
energisa bate a marca de 900 familias atendidas pelo mais luz para a amazonia,['eletricidade'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
desmatamento zero': o que lula promete mudar na preservacao da amazonia,['hidreletrica'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
programa 'kinja - gente de verdade' conta historia do povo waimiri atroari,['hidreletrica'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
iniciativa seleciona startups da amazonia que valorizem biodiversidade,"['energia renovavel', 'renovavel']",SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero: empresario cita inovacoes automotivas que preservam a natureza,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero: empresario fala sobre os desafios de empreender na area tecnologica,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
"plataforma 'amazonia que eu quero' promove forum ""modelo economico na amazonia""",['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
amazonia que eu quero: empresario destaca dificuldades e potencial do empreendedorismo,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
dia de protecao as florestas: dados alertam para importancia da preservacao e conservacao da amazonia,"['energia renovavel', 'renovavel']",SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
projeto 'amazonia que eu quero' divulga propostas de preservacao de florestas da regiao norte,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
"fumaca de queimadas na amazonia encobre a regiao de presidente prudente, a mais de 2 mil km de distancia",['radiacao solar'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
plataforma 'amazonia que eu quero' lanca forum 'empreendedorismo',['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
projeto 'amazonia que eu quero' divulga propostas de preservacao de florestas da regiao norte,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
lideranca indigena alessandra munduruku recebe premio goldman apos barrar mineradora,['hidreletrica'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
carolina rezemini: quando o credito de carbono cai na sua conta,"['fotovoltaica', 'energia solar']",SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
a aposta em investimentos sustentaveis para 2021,['energia limpa'],SDG 7: Energia Limpa e Acessível (Affordable and Clean Energy)
"com lula, paises sinalizam retomada de doacoes para fundo amazonia",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"apos desmatamento recorde, conselho da amazonia faz 1a reuniao em 2022",['crescimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"com posse de lula, alemanha vai doar r$ 200 mi para o fundo amazonia",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"em davos, marina diz que, se mundo nao preservar, amazonia sera destruida","['desenvolvimento economico', 'economia de baixo carbono']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
lula e biden anunciam que eua irao aderir ao fundo amazonia,['direitos trabalhistas'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"reino unido cogita se juntar ao fundo amazonia, diz ministra britanica",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
dino quer usar fundo amazonia para reforcar seguranca na fronteira,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
fundo amazonia e retomado apos quatro anos com prioridade a yanomamis,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
qual sera o futuro do fundo amazonia apos a sinalizacao de apoio dos eua,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
a descoberta da amazonia (por andre gustavo stumpf),['atividade economica'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"doacao dos eua para a amazonia trara mais doadores, diz marina silva",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
eua investira us$ 500 milhoes no fundo amazonia,['desenvolvimento financeiro'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"banco mundial tem us$ 3,6 bi para investir no brasil, diz diretor",['acao climatica'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"como os greenglers, os googlers do esg, pretendem usar o google para preservar a amazonia","['acao climatica', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"preservar selva amazonica permite economizar us$ 2 bi em gastos com saude, diz estudo",['beneficios economicos'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"maior doadora do fundo amazonia, noruega afirma que buscara mais recursos para o brasil",['crescimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"na amazonia, abelhas nativas sao alternativa para geracao de renda",['atividade economica'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"mineracao na amazonia: para a alcoa, o dialogo com a comunidade e a chave para reduzir os impactos","['pequenos negocios', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"mais de 19 mil garimpeiros deixaram area yanomami, afirma senador",['sindicato'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
bussola &amp; cia: positivo investe em estrategia e inovacao,['empreendedorismo'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
ibama quer reduzir desmatamento pela metade no primeiro ano do governo lula,['organizacao internacional do trabalho'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
mercadante defende novo plano safra para estimular economia de baixo carbono,"['desenvolvimento economico', 'economia de baixo carbono']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
retomada do fundo amazonia mira 14 projetos e acoes para povos indigenas,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"comite do fundo amazonia tera primeira reuniao desde 2018, informa bndes",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
lula: discussao de ajuda para fundo amazonia nao e sobre volume de recursos,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"apos encontro com lula, biden anuncia intencao de entrar no fundo amazonia",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
relatorio a maratona amazonica mostra como brasil pode liderar economia verde,"['desenvolvimento economico', 'economia de baixo carbono']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
linkedin top voices: conheca 5 especialistas em sustentabilidade para seguir na rede social,"['desenvolvimento economico', 'mercado de trabalho', 'oportunidades de emprego', 'organizacao internacional do trabalho']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"novo regime fiscal, salario minimo, investimento privado: os sinais de lula em mensagem ao congresso",['salario minimo'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"e possivel criar uma economia verde no pais sem poluicao na amazonia, diz lula",['salario minimo'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"lula diz que 'pode demorar um pouco', mas promete acabar com garimpo ilegal",['medias empresas'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
brasil tera  200 milhoes para acoes sustentaveis nos primeiros 100 dias sob lula,['medias empresas'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
sera muito dificil': marina silva encara novo desafio no ministerio do meio ambiente,['turismo'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
agenda 2030: o que sao os SDGs de desenvolvimento sustentavel,['crescimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"avatar, professor polvo e mais 5 filmes sobre meio ambiente para assistir no fim de semana","['desenvolvimento economico', 'economico sustentavel', 'desenvolvimento economico sustentavel']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
fundo amazonia e fim de desmate podem render r$ 95 bi em dez anos,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
rede origens brasil valoriza o produtor da amazonia e preserva a floresta em pe,"['pequenos negocios', 'medias empresas', 'micro, pequenas e medias empresas']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
reino unido analisa participar do fundo amazonia,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
lula reestabelece fundo amazonia e cria comite interministerial para desmatamento,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
entenda a relacao direta entre a biodiversidade e negocios sustentaveis,"['desenvolvimento economico', 'economia circular', 'economia de baixo carbono']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
americanas s.a. oferece capacitacao em sustentabilidade e esg para lojistas do marketplace,['empreendedorismo'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
startup oferece imersao na amazonia com turismo sustentavel,"['turismo sustentavel', 'turismo', 'turismo de base comunitaria']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"pos-cop27, cresce importancia da amazonia e da zfm, dizem especialistas",['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"cop27: brasil e referencia em agricultura responsavel, diz secretario da amazonia",['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
netzero: aula gratuita ensina plano pratico para implementar economia de baixo carbono nas empresas,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
saneamento: como dona rudi saiu de uma favela do rio para a cop 27,"['turismo', 'beneficios economicos']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
cop27: economia de baixo carbono requer mudanca em producao e consumo,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"a pedido do governo eleito de lula, reino unido avalia entrada no fundo amazonia",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"as promessas de lula na cop27, e por que sera dificil cumpri-las",['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"lula na cop27: para fazer o que nao fez na area social, presidente quer ouvir a sociedade civil",['salario minimo'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"conheca a carbonext, startup que visa assessorar empresas na pratica de frear emissoes de carbono","['economia de baixo carbono', 'comercio global']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
amazonia: bioeconomia e o futuro da agricultura brasileira,"['desenvolvimento economico', 'economia de baixo carbono', 'salario minimo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
cop27: agenda das empresas foca em solucoes baseadas na natureza,['economia circular'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
lula na cop27: agenda comeca com encontro com governadores. por que?,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
bndes tera contabilidade de carbono em todos os emprestimos no proximo ano,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
marina silva: a reindustrializacao vira a partir do meio ambiente e do conhecimento ancestral,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
desmatamento na amazonia em outubro teve recorde de alertas desde 2015,['acao climatica'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"cop27: conservacao deve unir educacao e geracao de renda, diz vp da caixa","['economia de baixo carbono', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
izabella teixeira: brasil deve expandir cooperacao sul-sul para o leste via meio ambiente,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"desmatamento na amazonia: numeros, causas e consequencias; confira o trabalho do a amazonia em exame",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"brasil, o pais da favela e da floresta: a visao de edu lyra, alok e luciano huck na onu","['economia de baixo carbono', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
quais sao as iniciativas das companhias aereas para reduzir a emissao de carbono no brasil?,['projetos de compensacao'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
projeto da 50 bolsas de estudo para indigenas e ribeirinhos na amazonia,"['desenvolvimento economico', 'mercado de trabalho', 'desemprego', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"o mundo quer salvar a amazonia, mas, antes, precisa conectar a amazonia, diz ceo da azul","['ecoturismo', 'turismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"brasil pode liderar economia baseada em sustentabilidade, diz jeremy oppenheim, da systemiq","['economia de baixo carbono', 'economia circular', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
leia na integra discurso de bolsonaro na assembleia geral da onu,"['mercado de trabalho', 'empregos de qualidade', 'desenvolvimento economico', 'desemprego', 'economia de baixo carbono', 'crescimento sustentavel']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"campanhas digitais com menos pegada de carbono? sim, isso ja e possivel",['impacto economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
fundo jbs pela amazonia seleciona sete novos projetos,['economia circular'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
abiquim assina protocolo de intencoes com o ministerio do meio ambiente,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
tebet promete incentivo a catadores e secretaria para a amazonia,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
mercado de credito de carbono tem crescimento acelerado,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
grupo carrefour investira r$ 50 milhoes para combater o desmatamento,['economia circular'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"a ciencia prova que a amazonia esta ameacada, e a ciencia vai salvar a floresta, diz fundo jbs",['economia circular'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
green rio 2022 tera domo de experimentos do instituto amazonia 4.0,['pequenas empresas'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
ford fund distribui verba a estudantes para projetos de diversidade,"['empreendedorismo social', 'mercado de trabalho', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
farm comemora plantio de meio milhao de arvores nativas,"['economia de baixo carbono', 'economia circular']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
podcast a+: a importancia da restauracao florestal na luta contra o aquecimento global,"['desenvolvimento economico', 'economia de baixo carbono']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
mercado de carbono pode decolar no brasil com novo decreto,['compensacao de carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"ecorodovias (ecor3) contrata credito de r$ 4,2 bilhoes com bndes e banco da amazonia",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
bussola live  restauracao ambiental: metas e desafios para recuperar as florestas brasileiras,"['desenvolvimento economico', 'economia de baixo carbono']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"como ser sustentavel? ""basta comecar"", diz chefe de esg da ikea",['economia circular'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"moraes, do stf: ha leis, mas proteger o meio ambiente nao e prioridade",['desemprego'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"google, endeavor e mais: empresas convocam startups para aceleracao; veja como participar","['pequenas empresas', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"em cupula, bolsonaro se defende sobre amazonia, elogia biden e reitera pautas ideologicas",['mercado de trabalho'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"esg: codigo florestal faz 10 anos, a passos lentos e sob ameacas","['desenvolvimento economico', 'crescimento economico']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
opiniao: mercado de carbono lato sensu evita barreiras comerciais,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
schneider electric anuncia metas de sustentabilidade ate 2025,['economia circular'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
nova agenda do pacto global da onu pede salario digno e ambicao climatica,"['desenvolvimento economico', 'salario digno']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"no dia da terra, bolsa de carbono chega a r$ 150 mi em ativos digitais",['compensacao de carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
bcg busca jovens para promover desenvolvimento sustentavel da amazonia,"['desenvolvimento economico', 'economico sustentavel', 'desenvolvimento economico sustentavel']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
crise mundial de fertilizantes gera pressao por mineracao na amazonia,['crescimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
conheca as startups que venceram o demoday do bndes garagem,"['desenvolvimento economico', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
tarifa zero e carbono zero: marica tem onibus hibridos e com energia limpa,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
nft com proposito: brasileiros criam criptoativo para preservar a amazonia,['turismo'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"com moss, liv up ira compensar emissoes de carbono das entregas",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
o que ha de novo no desmatamento na amazonia,['trabalho infantil'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
capitais da amazonia legal terao logistica reversa para lixo eletronico,['economia circular'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
arquipelago da amazonia tem a producao de acai mais sustentavel do pais,['crescimento sustentavel'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
conheca seis negocios inovadores que atuam na amazonia,"['turismo sustentavel', 'pequenos negocios', 'turismo', 'turismo de base comunitaria']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
o que sao projetos redd+ e como eles podem ajudar a proteger a amazonia,['projetos de compensacao'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
ambipar cria plataforma de compensacao de carbono para pessoa fisica,['compensacao de carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"com inovacao, o agro nacional e parte importante da solucao climatica",['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
desenvolvimento sustentavel da amazonia depende do saber das comunidades,['empreendedorismo'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
isencao de ipi na zona franca de manaus volta em beneficios para amazonia,['sindicato'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
do 5g a diversidade: o que as startups devem aprender para crescer,"['pequenas empresas', 'pequenos negocios', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"contra o consumismo, empresas apostam em 'black friday sustentavel'","['pequenos negocios', 'economia circular']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
financiar a conservacao da amazonia e firmar uma parceria com a sociedade,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
por que sociedade e justica climatica serao os grandes temas da cop27,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"desmatamento da amazonia tem alta de 21,97% em 2021",['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
cop26: os desafios dos paises para transformar promessas em acoes,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
plataforma previsia ajuda na prevencao do desmatamento da amazonia,"['crescimento economico sustentavel', 'crescimento economico', 'empreendedorismo', 'economico sustentavel', 'crescimento sustentavel']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
psdb: pre-candidatos querem conciliar crescimento economico e preservacao,['crescimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
solucoes baseadas na natureza sao destaque em painel na cop26,['compensacao de carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"na reserva, compensacao de carbono vai preservar 2 mil arvores na amazonia",['compensacao de carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
empresas estao mais participativas na cop26,['medias empresas'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
ig4 vira destaque em esg: novo ativo no chile e fundo de us$ 500 mi,['medias empresas'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
bndes lanca fundo para emprestimos a projetos de eficiencia energetica,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
industria brasileira vai a cop26 mostrar que e sustentavel,"['economia de baixo carbono', 'economia circular']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
ambicao verde: startups invadem agenda empresarial na cop26,['compensacao de carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
racismo climatico: movimento negro brasileiro leva pauta para a cop26,['crescimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
o que o brasil deve apresentar na cop26?,"['crescimento economico', 'empreendedorismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"marcelo thome: pes na aldeia, cabeca na cop","['economia de baixo carbono', 'economia circular']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
cop26: 18 grandes nomes falam de suas expectativas para o evento,"['economia de baixo carbono', 'projetos de compensacao']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
o que e o brazil climate action hub e como sera a participacao na cop26,['acao climatica'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
senado decide hoje se fundo amazonia saira do papel,['desenvolvimento economico'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
empresas brasileiras na cop26 somam mais de r$ 1 trilhao em faturamento,['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
"o que e a cop26, que reunira lideres mundiais, e o que esperar",['economia de baixo carbono'],SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
projetos para liberar mineracao e criacao de gado ameacam reservas,"['turismo sustentavel', 'turismo']",SDG 8: Trabalho Decente e Crescimento Econômico (Decent Work and Economic Growth)
